4699.5732421875 1605.3649063110352
4700.8232421875 1568.817144393921
4702.0732421875 1608.2377014160156
4703.3232421875 1557.9494895935059
4704.5732421875 1671.050703048706
4705.8232421875 1682.267505645752
4707.0732421875 1660.7254047393799
4708.3232421875 1596.43727684021
4709.5732421875 1607.5215072631836
4710.8232421875 1701.1512775421143
4712.0732421875 1674.564338684082
4713.3232421875 1667.987340927124
4714.5732421875 1657.0862827301025
4715.8232421875 1661.1015300750732
4717.0732421875 1688.431245803833
4718.3232421875 1781.053876876831
4719.5732421875 1738.0549869537354
4720.8232421875 1732.3680782318115
4722.0732421875 1679.5914192199707
4723.3232421875 1713.0070476531982
4724.5732421875 1784.9445171356201
4725.8232421875 1697.1712665557861
4727.0732421875 1628.84401512146
4728.3232421875 1595.0390911102295
4729.5732421875 1600.832389831543
4730.8232421875 1622.35404586792
4732.0732421875 1611.0307788848877
4733.3232421875 1570.9158020019531
4734.5732421875 1593.1016178131104
4735.8232421875 1594.4951076507568
4737.0732421875 1607.7600898742676
4738.3232421875 1685.6797008514404
4739.5732421875 1679.16530418396
4740.8232421875 1653.416347503662
4742.0732421875 1662.4608306884766
4743.3232421875 1692.0721225738525
4744.5732421875 1677.219165802002
4745.8232421875 1649.029640197754
4747.0732421875 1607.586223602295
4748.3232421875 1642.9245109558105
4749.5732421875 1620.0426425933838
4750.8232421875 1608.575101852417
4752.0732421875 1596.87522315979
4753.3232421875 1596.2006855010986
4754.5732421875 1566.8822021484375
4755.8232421875 1580.7516746520996
4757.0732421875 1571.7528247833252
4758.3232421875 1610.9111156463623
4759.5732421875 1656.8859882354736
4760.8232421875 1578.887601852417
4762.0732421875 1518.3978786468506
4763.3232421875 1521.1708850860596
4764.5732421875 1563.6035175323486
4765.8232421875 1509.7926235198975
4767.0732421875 1573.0985260009766
4768.3232421875 1575.85835647583
4769.5732421875 1578.1083011627197
4770.8232421875 1602.4564609527588
4772.0732421875 1613.599277496338
4773.3232421875 1649.5491466522217
4774.5732421875 1650.0509815216064
4775.8232421875 1695.2386436462402
4777.0732421875 1690.4778728485107
4778.3232421875 1613.2947368621826
4779.5732421875 1638.2588176727295
4780.8232421875 1648.596092224121
4782.0732421875 1619.8799571990967
4783.3232421875 1574.1740760803223
4784.5732421875 1558.1484355926514
4785.8232421875 1592.664358139038
4787.0732421875 1621.2819175720215
4788.3232421875 1588.9863414764404
4789.5732421875 1544.5946083068848
4790.8232421875 1611.827184677124
4792.0732421875 1651.6931343078613
4793.3232421875 1614.3492908477783
4794.5732421875 1692.535551071167
4795.8232421875 1718.4955673217773
4797.0732421875 1660.6291961669922
4798.3232421875 1594.9669589996338
4799.5732421875 1579.1239852905273
4800.8232421875 1593.7671546936035
4802.0732421875 1685.833200454712
4803.3232421875 1704.6649494171143
4804.5732421875 1679.2213077545166
4805.8232421875 1660.5502605438232
4807.0732421875 1600.6580657958984
4808.3232421875 1577.0437469482422
4809.5732421875 1639.6540336608887
4810.8232421875 1655.980474472046
4812.0732421875 1638.6840991973877
4813.3232421875 1657.0291080474854
4814.5732421875 1704.1567192077637
4815.8232421875 1773.1960678100586
4817.0732421875 1872.590175628662
4818.3232421875 1864.2242374420166
4819.5732421875 1867.8979034423828
4820.8232421875 1933.3965072631836
4822.0732421875 1845.1049327850342
4823.3232421875 1785.6475467681885
4824.5732421875 1783.4439544677734
4825.8232421875 1766.9867992401123
4827.0732421875 1827.7792301177979
4828.3232421875 1837.6424617767334
4829.5732421875 1788.9778327941895
4830.8232421875 1732.2337589263916
4832.0732421875 1791.789623260498
4833.3232421875 1882.2339496612549
4834.5732421875 1877.6271877288818
4835.8232421875 1846.8087768554688
4837.0732421875 1821.410509109497
4838.3232421875 1818.4664325714111
