4700.82 0.788089 -7.05666 0.90865 0.00337532 0.0127422 0.00362425 5.27437 26.5246
4701.44 0.783395 1.27629 -72.4972 0.00336525 0.00999265 0 5.27437 26.5246
4702.69 0.755234 0.501955 -10.1372 0.00330423 0.00833832 0 5.27437 26.5246
4703.94 0.747549 -0.732075 2.28596 0.00328738 0.00824243 0.00574811 4.88595 30.484
4705.19 0.72519 2.18966 1.36134 0.00323786 0.00825914 0.00443596 4.76851 31.0863
4706.44 0.704447 -1.60521 68.7953 0.00319123 0.00826693 0.0315321 4.65657 31.582
4707.69 0.703569 0.449789 -1.55427 0.00318924 0.00824377 0 4.65657 31.582
4708.94 0.704077 68.6242 -4.18434 0.00319039 0.00823937 0 4.65657 31.582
4710.19 0.728481 0.152812 -3.88937 0.00324519 0.00843473 0 4.65657 31.582
4711.44 0.764442 1.4822e-322 -6.15822 0.00332431 0.00864636 0 4.65657 31.582
4712.69 0.789588 1.4822e-322 -0.797152 0.00337853 0.00869709 0 4.65657 31.582
4713.94 0.769124 -0.230576 1.74695 0.00333447 0.00836859 0.00502501 4.08171 26.8854
4715.19 0.741671 2.34426 0.97405 0.00327443 0.00828668 0.00375238 3.99941 27.8986
4716.44 0.710312 1.554 0.0902274 0.00320448 0.00820698 0.0011432 3.92038 28.3454
4717.69 0.737745 -0.251703 3.35632 0.00326576 0.00821808 0.00696493 3.84441 27.0456
4718.94 0.734752 -0.266954 0.0915162 0.00325913 0.00821088 0.00115132 3.77132 27.1133
4720.19 0.743454 4.47515 1.68204 0.00327837 0.00818264 0.00493078 3.70096 26.6801
4721.44 0.73636 0.910955 -0.664864 0.00326269 0.00812809 0 3.70096 26.6801
4722.69 0.755355 -0.406792 1.50236 0.0033045 0.00814235 0.00466003 3.56783 25.4917
4723.94 0.805464 0.226951 -1.2642 0.00341231 0.00819271 0 3.56783 25.4917
4725.19 0.811517 3.88584 -4.04241 0.00342511 0.00817869 0 3.56783 25.4917
4726.44 0.816935 0.126229 0.733031 0.00343652 0.00822034 0.00325531 3.38518 22.7555
4727.69 0.789123 -24.5419 0.612455 0.00337753 0.00891874 0.00297564 3.32839 22.9012
4728.94 0.779928 1.36295 0.0613784 0.0033578 0.00919264 0.000943379 3.27347 23.243
4730.19 0.764921 -2.73278 -5.42042 0.00332535 0.00868349 0 3.27347 23.243
4731.44 0.796319 1.28243 -1.49994 0.00339289 0.00824077 0 3.27347 23.243
4732.69 0.812945 0.711873 -6.53768 0.00342812 0.00819429 0 3.27347 23.243
4733.94 0.817345 -0.213594 2.91906 0.00343738 0.0081255 0.00649544 3.07078 20.4235
4735.19 0.757726 20.4184 -22.3004 0.00330968 0.00802604 0 3.07078 20.4235
4736.44 0.723644 6.4631 -2.25196 0.00323441 0.00799796 0 3.07078 20.4235
4737.69 0.714772 1.57057 0.97797 0.00321452 0.00801921 0.00375992 2.93451 21.7617
4738.94 0.742545 0.913609 1.8731 0.00327636 0.0080218 0.00520326 2.89173 19.938
4740.19 0.737444 2.1381 -3.45926 0.00326509 0.00807183 0 2.89173 19.938
4741.44 0.733546 -14.5685 1.82776 0.00325645 0.00840451 0.00513991 2.80982 19.6838
4742.69 0.742896 0.175767 4.04054 0.00327714 0.00945347 0.00764192 2.77058 20.5035
4743.94 0.772229 0.280448 1.74268 0.00334119 0.0102251 0.00501888 2.73241 19.4357
4745.19 0.787087 0.440253 -4.12285 0.00337317 0.00936042 0 2.73241 19.4357
4746.44 0.7594 0 -0.959909 0.00331333 0.00718756 0 2.73241 19.4357
4747.69 0.760339 0 -16.3328 0.00331538 0.0066318 0 2.73241 19.4357
4748.94 0.764746 0 -0.700734 0.00332497 0.00650367 0 2.73241 19.4357
4750.19 0.775745 0 -1.97572 0.00334879 0.00650002 0 2.73241 19.4357
4751.44 0.80506 0 -2.12386 0.00341146 0.00651082 0 2.73241 19.4357
4752.69 0.792242 0 -0.304294 0.0033842 0.00651681 0 2.73241 19.4357
4753.94 0.77396 0 9.64926 0.00334493 0.00651287 0.0118093 0 0
4755.19 0.778047 0 1.26542 0.00335375 0.00647314 0.00427685 0 0
4756.44 0.751562 0 4.69459 0.00329619 0.00642728 0.00823721 0 0
4757.69 0.728658 0 -2.01169 0.00324559 0.00641856 0 0 0
4758.94 0.746075 0 -0.690145 0.00328414 0.00640993 0 0 0
4760.19 0.749647 0 0.729112 0.00329199 0.00644026 0.0032466 0 0
4761.44 0.732512 0 0.4094 0.00325416 0.00646352 0.00243306 0 0
4762.69 0.737161 0 -3.56086 0.00326447 0.00650763 0 0 0
4763.94 0.74034 0 -0.674597 0.0032715 0.00654911 0 0 0
4765.19 0.739307 0 16.1939 0.00326921 0.00662515 0.0152985 0 0
4766.44 0.75544 0 -2.47542 0.00330468 0.00665292 0 0 0
4767.69 0.743297 0 3.26611 0.00327802 0.00667756 0.0068707 0 0
4768.94 0.732628 0 -269.405 0.00325442 0.00667619 0 0 0
4770.19 0.724115 0 1.60052 0.00323546 0.00659339 0.00480983 0 0
4771.44 0.685738 0 5.43941 0.00314858 0.00650848 0.00886658 0 0
4772.69 0.670774 0 -0.233857 0.00311405 0.0064586 0 0 0
4773.94 0.675259 0 0.697065 0.00312444 0.00643548 0.00317447 0 0
4775.19 0.689609 0 0.65063 0.00315745 0.00640597 0.00306694 0 0
4776.44 0.691906 0 0.562198 0.0031627 0.0063944 0.00285098 0 0
4777.69 0.713908 0 -14.92 0.00321258 0.00638347 0 0 0
4778.94 0.702575 0 -2.17899 0.00318699 0.00634953 0 0 0
4780.19 0.71122 0 0.265394 0.00320653 0.00632696 0.00195921 0 0
4781.44 0.714545 0 -4.21618 0.00321401 0.00630093 0 0 0
4782.69 0.717528 0 3.0731 0.00322071 0.00626604 0.0066646 0 0
4783.94 0.722877 0 1.87058 0.00323269 0.00624657 0.00519977 0 0
