4700.82 -0.0132401 -0.0753394 -0.0753394 0.0150223 0.0126808 0.0135107 5.27507 5017.98
4701.44 -0.00946804 -0.047805 -0.047805 0.0141172 0.00972635 0.0130889 5.27437 4493.73
4702.69 -0.0131318 -0.0377349 -0.0377349 0.0122351 0.00797939 0.0115419 5.27297 7438.85
4703.94 -0.0110312 -0.0368179 -0.0368179 0.0120543 0.00787429 0.0113744 5.27157 6450.53
4705.19 -0.00903658 -0.0372817 -0.0372817 0.012043 0.00784809 0.0113632 5.27017 5606.08
4706.44 -0.000835587 -0.0330186 -0.0330186 0.0120455 0.00783999 0.0113685 5.26876 3628.45
4707.69 -0.0181177 -0.0514822 -0.0519913 0.0120426 0.00780825 0.0113786 5.26737 14142.2
4708.94 -0.0228713 -0.0578797 -0.0583746 0.0120576 0.00781538 0.0113932 5.26597 67857.1
4710.19 -0.00904662 -0.0443441 -0.0451711 0.0120794 0.00787572 0.0114155 5.26457 5586.16
4711.44 0.00484435 -0.0293178 -0.0303993 0.0120889 0.00789202 0.0114238 5.26317 2909.22
4712.69 0.00511411 -0.0300562 -0.0324155 0.0120564 0.00785861 0.0114021 5.26178 2889.27
4713.94 -0.012842 -0.0478993 -0.0523088 0.0120057 0.00781978 0.0113522 5.26039 7562.39
4715.19 -0.0204954 -0.0527992 -0.0585302 0.0119515 0.00778745 0.0112985 5.25899 24797.7
4716.44 -0.0255465 -0.0535312 -0.0598906 0.0119383 0.00775581 0.0112839 5.2576 -50622.9
4717.69 -0.00585325 -0.0339188 -0.0386682 0.0119556 0.00778624 0.0113076 5.25621 4683.24
4718.94 0.00029431 -0.0279733 -0.0315241 0.0119774 0.00780503 0.0113338 5.25481 3488.95
4720.19 0.0013629 -0.0279684 -0.0302268 0.0119456 0.00775435 0.0113051 5.25342 3351.45
4721.44 -0.0210197 -0.0507843 -0.0529099 0.0118965 0.00776113 0.0112537 5.25203 30532
4722.69 -0.0169703 -0.051895 -0.0524706 0.0118711 0.00776723 0.0112325 5.25064 12508.3
4723.94 -0.000690671 -0.033648 -0.0340577 0.0119043 0.00774398 0.0112649 5.24925 3665.56
4725.19 0.0117421 -0.0219457 -0.0220566 0.0118992 0.00771524 0.0112553 5.24786 2385.3
4726.44 -0.00773321 -0.0402342 -0.040868 0.0118277 0.00771731 0.0111852 5.24647 5326.46
4727.69 -0.0306784 -0.0606065 -0.061258 0.0117071 0.00763469 0.0110665 5.24508 -11679.5
4728.94 -0.031647 -0.0575438 -0.0583053 0.0116279 0.00756938 0.0109924 5.2437 -10114.9
4730.19 -0.0165674 -0.0485152 -0.0489792 0.0116026 0.00757562 0.0109685 5.24231 12792.2
4731.44 -0.008764 -0.0396556 -0.0403627 0.0116029 0.00756401 0.0109737 5.24093 5881.88
4732.69 -0.00599399 -0.0343851 -0.034969 0.0116043 0.00754526 0.0109798 5.23954 4936.47
4733.94 -0.00132517 -0.0311487 -0.0318168 0.0115883 0.00753777 0.0109664 5.23816 3890.52
4735.19 -0.0111593 -0.0449434 -0.0452058 0.0115619 0.0075551 0.0109354 5.23678 7108.36
4736.44 -0.0169625 -0.0534863 -0.0539202 0.0115809 0.00755469 0.0109332 5.2354 13724.4
4737.69 -0.0134026 -0.0487451 -0.0491743 0.0116127 0.00757639 0.0109631 5.23402 8665.06
4738.94 -0.000118459 -0.0299048 -0.0302717 0.0118624 0.00771462 0.0109822 5.23263 3607.09
4740.19 -0.0138121 -0.0357174 -0.0357174 0.0126169 0.00849063 0.0109631 5.23125 7458.13
